case_id,start_time,end_time,(case)_description,Variant,Variant_index,lifecycle_transition,Activity,defectFixed,defectType,numberRepairs,Resource,Role,phoneType,Cost
263,1970-01-07T22:21:00,1970-01-07T22:26:00,Simulated process instance, Variant 6,6, complete, Test Repair,FALSE,,3,Tester6,Tester6,,
263,1970-01-07T22:33:00,1970-01-07T22:33:00,Simulated process instance, Variant 6,6, complete, Archive Repair,FALSE,,3,System,System,,
264,1970-01-07T22:20:00,1970-01-07T22:20:00,Simulated process instance, Variant 4,4, complete, Register,,,,System,System,,
264,1970-01-07T22:20:00,1970-01-07T22:30:00,Simulated process instance, Variant 4,4, complete, Analyze Defect,,8,,Tester4,Tester4,T1,
264,1970-01-07T22:47:00,1970-01-07T22:47:00,Simulated process instance, Variant 4,4, complete, Inform User,,,,System,System,,
264,1970-01-07T22:53:00,1970-01-07T23:05:00,Simulated process instance, Variant 4,4, complete, Repair (Complex),,,,SolverC2,SolverC2,,
264,1970-01-07T23:05:00,1970-01-07T23:14:00,Simulated process instance, Variant 4,4, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
264,1970-01-07T23:23:00,1970-01-07T23:23:00,Simulated process instance, Variant 4,4, complete, Archive Repair,TRUE,,0,System,System,,
265,1970-01-07T18:14:00,1970-01-07T18:14:00,Simulated process instance, Variant 18,18, complete, Register,,,,System,System,,
265,1970-01-07T18:14:00,1970-01-07T18:20:00,Simulated process instance, Variant 18,18, complete, Analyze Defect,,4,,Tester1,Tester1,T1,
265,1970-01-07T18:24:00,1970-01-07T18:29:00,Simulated process instance, Variant 18,18, complete, Repair (Simple),,,,SolverS1,SolverS1,,
265,1970-01-07T18:29:00,1970-01-07T18:35:00,Simulated process instance, Variant 18,18, complete, Test Repair,FALSE,,1,Tester5,Tester5,,
265,1970-01-07T18:42:00,1970-01-07T18:42:00,Simulated process instance, Variant 18,18, complete, Restart Repair,,,,System,System,,
265,1970-01-07T18:42:00,1970-01-07T18:57:00,Simulated process instance, Variant 18,18, complete, Repair (Simple),,,,SolverS2,SolverS2,,
265,1970-01-07T18:45:00,1970-01-07T18:45:00,Simulated process instance, Variant 18,18, complete, Inform User,,,,System,System,,
265,1970-01-07T18:57:00,1970-01-07T19:05:00,Simulated process instance, Variant 18,18, complete, Test Repair,FALSE,,2,Tester4,Tester4,,
265,1970-01-07T19:12:00,1970-01-07T19:12:00,Simulated process instance, Variant 18,18, complete, Restart Repair,,,,System,System,,
265,1970-01-07T19:12:00,1970-01-07T19:17:00,Simulated process instance, Variant 18,18, complete, Repair (Simple),,,,SolverS1,SolverS1,,
265,1970-01-07T19:17:00,1970-01-07T19:23:00,Simulated process instance, Variant 18,18, complete, Test Repair,FALSE,,3,Tester2,Tester2,,
265,1970-01-07T19:29:00,1970-01-07T19:29:00,Simulated process instance, Variant 18,18, complete, Archive Repair,FALSE,,3,System,System,,
266,1970-01-07T17:17:00,1970-01-07T17:17:00,Simulated process instance, Variant 5,5, complete, Register,,,,System,System,,
266,1970-01-07T17:17:00,1970-01-07T17:27:00,Simulated process instance, Variant 5,5, complete, Analyze Defect,,6,,Tester4,Tester4,T2,
266,1970-01-07T17:44:00,1970-01-07T17:59:00,Simulated process instance, Variant 5,5, complete, Repair (Simple),,,,SolverS3,SolverS3,,
266,1970-01-07T17:52:00,1970-01-07T17:52:00,Simulated process instance, Variant 5,5, complete, Inform User,,,,System,System,,
266,1970-01-07T17:59:00,1970-01-07T18:09:00,Simulated process instance, Variant 5,5, complete, Test Repair,TRUE,,1,Tester5,Tester5,,
266,1970-01-07T18:18:00,1970-01-07T18:18:00,Simulated process instance, Variant 5,5, complete, Archive Repair,TRUE,,1,System,System,,
267,1970-01-06T16:24:00,1970-01-06T16:24:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
267,1970-01-06T16:24:00,1970-01-06T16:33:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,7,,Tester1,Tester1,T2,
267,1970-01-06T16:45:00,1970-01-06T16:56:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC2,SolverC2,,
267,1970-01-06T16:56:00,1970-01-06T17:01:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester2,Tester2,,
267,1970-01-06T16:56:00,1970-01-06T16:56:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
267,1970-01-06T17:08:00,1970-01-06T17:08:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
268,1970-01-07T09:58:00,1970-01-07T09:58:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
268,1970-01-07T09:58:00,1970-01-07T10:03:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,7,,Tester1,Tester1,T1,
268,1970-01-07T10:33:00,1970-01-07T11:21:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC3,SolverC3,,
268,1970-01-07T10:52:00,1970-01-07T10:52:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
268,1970-01-07T11:21:00,1970-01-07T11:29:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
268,1970-01-07T11:39:00,1970-01-07T11:39:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
269,1970-01-08T04:20:00,1970-01-08T04:20:00,Simulated process instance, Variant 4,4, complete, Register,,,,System,System,,
269,1970-01-08T04:20:00,1970-01-08T04:27:00,Simulated process instance, Variant 4,4, complete, Analyze Defect,,8,,Tester5,Tester5,T3,
269,1970-01-08T04:50:00,1970-01-08T04:50:00,Simulated process instance, Variant 4,4, complete, Inform User,,,,System,System,,
269,1970-01-08T04:52:00,1970-01-08T05:08:00,Simulated process instance, Variant 4,4, complete, Repair (Complex),,,,SolverC2,SolverC2,,
269,1970-01-08T05:08:00,1970-01-08T05:16:00,Simulated process instance, Variant 4,4, complete, Test Repair,TRUE,,0,Tester2,Tester2,,
269,1970-01-08T05:21:00,1970-01-08T05:21:00,Simulated process instance, Variant 4,4, complete, Archive Repair,TRUE,,0,System,System,,
27,1970-01-02T23:56:00,1970-01-02T23:56:00,Simulated process instance, Variant 3,3, complete, Register,,,,System,System,,
27,1970-01-02T23:56:00,1970-01-03T00:02:00,Simulated process instance, Variant 3,3, complete, Analyze Defect,,1,,Tester5,Tester5,T3,
27,1970-01-03T00:16:00,1970-01-03T00:30:00,Simulated process instance, Variant 3,3, complete, Repair (Simple),,,,SolverS3,SolverS3,,
27,1970-01-03T00:30:00,1970-01-03T00:36:00,Simulated process instance, Variant 3,3, complete, Test Repair,TRUE,,1,Tester4,Tester4,,
27,1970-01-03T00:36:00,1970-01-03T00:36:00,Simulated process instance, Variant 3,3, complete, Inform User,,,,System,System,,
27,1970-01-03T00:42:00,1970-01-03T00:42:00,Simulated process instance, Variant 3,3, complete, Archive Repair,TRUE,,1,System,System,,
270,1970-01-07T17:35:00,1970-01-07T17:35:00,Simulated process instance, Variant 8,8, complete, Register,,,,System,System,,
270,1970-01-07T17:35:00,1970-01-07T17:42:00,Simulated process instance, Variant 8,8, complete, Analyze Defect,,4,,Tester6,Tester6,T1,
270,1970-01-07T17:54:00,1970-01-07T17:59:00,Simulated process instance, Variant 8,8, complete, Repair (Simple),,,,SolverS1,SolverS1,,
270,1970-01-07T17:59:00,1970-01-07T18:07:00,Simulated process instance, Variant 8,8, complete, Test Repair,FALSE,,1,Tester3,Tester3,,
270,1970-01-07T18:17:00,1970-01-07T18:17:00,Simulated process instance, Variant 8,8, complete, Restart Repair,,,,System,System,,
270,1970-01-07T18:17:00,1970-01-07T18:27:00,Simulated process instance, Variant 8,8, complete, Repair (Simple),,,,SolverS2,SolverS2,,
270,1970-01-07T18:23:00,1970-01-07T18:23:00,Simulated process instance, Variant 8,8, complete, Inform User,,,,System,System,,
270,1970-01-07T18:27:00,1970-01-07T18:35:00,Simulated process instance, Variant 8,8, complete, Test Repair,TRUE,,2,Tester1,Tester1,,
270,1970-01-07T18:40:00,1970-01-07T18:40:00,Simulated process instance, Variant 8,8, complete, Archive Repair,TRUE,,2,System,System,,
271,1970-01-07T03:34:00,1970-01-07T03:34:00,Simulated process instance, Variant 11,11, complete, Register,,,,System,System,,
271,1970-01-07T03:34:00,1970-01-07T03:42:00,Simulated process instance, Variant 11,11, complete, Analyze Defect,,4,,Tester5,Tester5,T3,
271,1970-01-07T03:46:00,1970-01-07T03:52:00,Simulated process instance, Variant 11,11, complete, Repair (Simple),,,,SolverS1,SolverS1,,
271,1970-01-07T03:52:00,1970-01-07T03:57:00,Simulated process instance, Variant 11,11, complete, Test Repair,FALSE,,1,Tester5,Tester5,,
271,1970-01-07T04:07:00,1970-01-07T04:07:00,Simulated process instance, Variant 11,11, complete, Restart Repair,,,,System,System,,
271,1970-01-07T04:07:00,1970-01-07T04:17:00,Simulated process instance, Variant 11,11, complete, Repair (Simple),,,,SolverS3,SolverS3,,
271,1970-01-07T04:17:00,1970-01-07T04:22:00,Simulated process instance, Variant 11,11, complete, Test Repair,TRUE,,2,Tester1,Tester1,,
271,1970-01-07T04:30:00,1970-01-07T04:30:00,Simulated process instance, Variant 11,11, complete, Inform User,,,,System,System,,
271,1970-01-07T04:32:00,1970-01-07T04:32:00,Simulated process instance, Variant 11,11, complete, Archive Repair,TRUE,,2,System,System,,
272,1970-01-08T05:02:00,1970-01-08T05:02:00,Simulated process instance, Variant 19,19, complete, Register,,,,System,System,,
272,1970-01-08T05:02:00,1970-01-08T05:08:00,Simulated process instance, Variant 19,19, complete, Analyze Defect,,9,,Tester3,Tester3,T2,
272,1970-01-08T05:15:00,1970-01-08T05:27:00,Simulated process instance, Variant 19,19, complete, Repair (Complex),,,,SolverC2,SolverC2,,
272,1970-01-08T05:27:00,1970-01-08T05:35:00,Simulated process instance, Variant 19,19, complete, Test Repair,FALSE,,0,Tester4,Tester4,,
272,1970-01-08T05:40:00,1970-01-08T05:40:00,Simulated process instance, Variant 19,19, complete, Restart Repair,,,,System,System,,
272,1970-01-08T05:40:00,1970-01-08T05:53:00,Simulated process instance, Variant 19,19, complete, Repair (Complex),,,,SolverC2,SolverC2,,
272,1970-01-08T05:41:00,1970-01-08T05:41:00,Simulated process instance, Variant 19,19, complete, Inform User,,,,System,System,,
272,1970-01-08T05:53:00,1970-01-08T05:59:00,Simulated process instance, Variant 19,19, complete, Test Repair,TRUE,,0,Tester1,Tester1,,
272,1970-01-08T06:09:00,1970-01-08T06:09:00,Simulated process instance, Variant 19,19, complete, Archive Repair,TRUE,,0,System,System,,
273,1970-01-06T22:26:00,1970-01-06T22:26:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
273,1970-01-06T22:26:00,1970-01-06T22:34:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,7,,Tester3,Tester3,T3,
273,1970-01-06T22:54:00,1970-01-06T23:13:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC1,SolverC1,,
273,1970-01-06T23:13:00,1970-01-06T23:22:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
273,1970-01-06T23:18:00,1970-01-06T23:18:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
273,1970-01-06T23:29:00,1970-01-06T23:29:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
274,1970-01-08T00:46:00,1970-01-08T00:46:00,Simulated process instance, Variant 3,3, complete, Register,,,,System,System,,
274,1970-01-08T00:46:00,1970-01-08T00:56:00,Simulated process instance, Variant 3,3, complete, Analyze Defect,,4,,Tester5,Tester5,T3,
274,1970-01-08T01:16:00,1970-01-08T01:28:00,Simulated process instance, Variant 3,3, complete, Repair (Simple),,,,SolverS2,SolverS2,,
274,1970-01-08T01:28:00,1970-01-08T01:34:00,Simulated process instance, Variant 3,3, complete, Test Repair,TRUE,,1,Tester2,Tester2,,
274,1970-01-08T01:36:00,1970-01-08T01:36:00,Simulated process instance, Variant 3,3, complete, Inform User,,,,System,System,,
274,1970-01-08T01:44:00,1970-01-08T01:44:00,Simulated process instance, Variant 3,3, complete, Archive Repair,TRUE,,1,System,System,,
275,1970-01-07T23:18:00,1970-01-07T23:18:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
275,1970-01-07T23:18:00,1970-01-07T23:23:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,6,,Tester2,Tester2,T2,
275,1970-01-07T23:39:00,1970-01-08T00:21:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC3,SolverC3,,
275,1970-01-07T23:43:00,1970-01-07T23:43:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
275,1970-01-08T00:21:00,1970-01-08T00:26:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester2,Tester2,,
275,1970-01-08T00:33:00,1970-01-08T00:33:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
276,1970-01-06T23:18:00,1970-01-06T23:18:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
276,1970-01-06T23:18:00,1970-01-06T23:28:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,6,,Tester2,Tester2,T2,
276,1970-01-06T23:56:00,1970-01-07T00:38:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC3,SolverC3,,
276,1970-01-07T00:11:00,1970-01-07T00:11:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
276,1970-01-07T00:38:00,1970-01-07T00:44:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
276,1970-01-07T00:52:00,1970-01-07T00:52:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
277,1970-01-08T10:44:00,1970-01-08T10:44:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
277,1970-01-08T10:44:00,1970-01-08T10:50:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,8,,Tester1,Tester1,T1,
277,1970-01-08T10:58:00,1970-01-08T11:47:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC3,SolverC3,,
277,1970-01-08T11:18:00,1970-01-08T11:18:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
277,1970-01-08T11:47:00,1970-01-08T11:54:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
277,1970-01-08T12:04:00,1970-01-08T12:04:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
278,1970-01-07T12:10:00,1970-01-07T12:10:00,Simulated process instance, Variant 3,3, complete, Register,,,,System,System,,
278,1970-01-07T12:10:00,1970-01-07T12:16:00,Simulated process instance, Variant 3,3, complete, Analyze Defect,,3,,Tester2,Tester2,T2,
278,1970-01-07T12:25:00,1970-01-07T12:44:00,Simulated process instance, Variant 3,3, complete, Repair (Simple),,,,SolverS3,SolverS3,,
278,1970-01-07T12:44:00,1970-01-07T12:54:00,Simulated process instance, Variant 3,3, complete, Test Repair,TRUE,,1,Tester5,Tester5,,
278,1970-01-07T12:52:00,1970-01-07T12:52:00,Simulated process instance, Variant 3,3, complete, Inform User,,,,System,System,,
278,1970-01-07T12:59:00,1970-01-07T12:59:00,Simulated process instance, Variant 3,3, complete, Archive Repair,TRUE,,1,System,System,,
279,1970-01-07T13:52:00,1970-01-07T13:52:00,Simulated process instance, Variant 9,9, complete, Register,,,,System,System,,
279,1970-01-07T13:52:00,1970-01-07T13:59:00,Simulated process instance, Variant 9,9, complete, Analyze Defect,,4,,Tester6,Tester6,T1,
279,1970-01-07T14:16:00,1970-01-07T14:16:00,Simulated process instance, Variant 9,9, complete, Inform User,,,,System,System,,
279,1970-01-07T14:17:00,1970-01-07T14:32:00,Simulated process instance, Variant 9,9, complete, Repair (Simple),,,,SolverS2,SolverS2,,
279,1970-01-07T14:32:00,1970-01-07T14:37:00,Simulated process instance, Variant 9,9, complete, Test Repair,TRUE,,1,Tester4,Tester4,,
279,1970-01-07T14:47:00,1970-01-07T14:47:00,Simulated process instance, Variant 9,9, complete, Archive Repair,TRUE,,1,System,System,,
28,1970-01-02T13:00:00,1970-01-02T13:00:00,Simulated process instance, Variant 4,4, complete, Register,,,,System,System,,
28,1970-01-02T13:00:00,1970-01-02T13:08:00,Simulated process instance, Variant 4,4, complete, Analyze Defect,,7,,Tester4,Tester4,T1,
28,1970-01-02T13:25:00,1970-01-02T13:25:00,Simulated process instance, Variant 4,4, complete, Inform User,,,,System,System,,
28,1970-01-02T13:28:00,1970-01-02T14:09:00,Simulated process instance, Variant 4,4, complete, Repair (Complex),,,,SolverC3,SolverC3,,
28,1970-01-02T14:09:00,1970-01-02T14:19:00,Simulated process instance, Variant 4,4, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
28,1970-01-02T14:29:00,1970-01-02T14:29:00,Simulated process instance, Variant 4,4, complete, Archive Repair,TRUE,,0,System,System,,
280,1970-01-07T08:28:00,1970-01-07T08:28:00,Simulated process instance, Variant 11,11, complete, Register,,,,System,System,,
280,1970-01-07T08:28:00,1970-01-07T08:33:00,Simulated process instance, Variant 11,11, complete, Analyze Defect,,5,,Tester5,Tester5,T1,
280,1970-01-07T08:35:00,1970-01-07T08:40:00,Simulated process instance, Variant 11,11, complete, Repair (Simple),,,,SolverS1,SolverS1,,
280,1970-01-07T08:40:00,1970-01-07T08:46:00,Simulated process instance, Variant 11,11, complete, Test Repair,FALSE,,1,Tester3,Tester3,,
280,1970-01-07T08:54:00,1970-01-07T08:54:00,Simulated process instance, Variant 11,11, complete, Restart Repair,,,,System,System,,
280,1970-01-07T08:54:00,1970-01-07T09:05:00,Simulated process instance, Variant 11,11, complete, Repair (Simple),,,,SolverS3,SolverS3,,
280,1970-01-07T09:05:00,1970-01-07T09:12:00,Simulated process instance, Variant 11,11, complete, Test Repair,TRUE,,2,Tester5,Tester5,,
280,1970-01-07T09:15:00,1970-01-07T09:15:00,Simulated process instance, Variant 11,11, complete, Inform User,,,,System,System,,
280,1970-01-07T09:19:00,1970-01-07T09:19:00,Simulated process instance, Variant 11,11, complete, Archive Repair,TRUE,,2,System,System,,
281,1970-01-07T19:17:00,1970-01-07T19:17:00,Simulated process instance, Variant 20,20, complete, Register,,,,System,System,,
281,1970-01-07T19:17:00,1970-01-07T19:22:00,Simulated process instance, Variant 20,20, complete, Analyze Defect,,5,,Tester3,Tester3,T3,
281,1970-01-07T19:36:00,1970-01-07T19:41:00,Simulated process instance, Variant 20,20, complete, Repair (Simple),,,,SolverS1,SolverS1,,
281,1970-01-07T19:41:00,1970-01-07T19:48:00,Simulated process instance, Variant 20,20, complete, Test Repair,FALSE,,1,Tester5,Tester5,,
281,1970-01-07T19:56:00,1970-01-07T19:56:00,Simulated process instance, Variant 20,20, complete, Restart Repair,,,,System,System,,
281,1970-01-07T19:56:00,1970-01-07T20:14:00,Simulated process instance, Variant 20,20, complete, Repair (Complex),,,,SolverC2,SolverC2,,
281,1970-01-07T19:57:00,1970-01-07T19:57:00,Simulated process instance, Variant 20,20, complete, Inform User,,,,System,System,,
281,1970-01-07T20:14:00,1970-01-07T20:19:00,Simulated process instance, Variant 20,20, complete, Test Repair,TRUE,,1,Tester1,Tester1,,
281,1970-01-07T20:25:00,1970-01-07T20:25:00,Simulated process instance, Variant 20,20, complete, Archive Repair,TRUE,,1,System,System,,
282,1970-01-07T11:12:00,1970-01-07T11:12:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
282,1970-01-07T11:12:00,1970-01-07T11:18:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,6,,Tester1,Tester1,T2,
282,1970-01-07T11:37:00,1970-01-07T11:51:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC2,SolverC2,,
282,1970-01-07T11:51:00,1970-01-07T11:59:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
282,1970-01-07T12:04:00,1970-01-07T12:04:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
282,1970-01-07T12:05:00,1970-01-07T12:05:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
283,1970-01-08T13:27:00,1970-01-08T13:27:00,Simulated process instance, Variant 23,23, complete, Register,,,,System,System,,
283,1970-01-08T13:27:00,1970-01-08T13:35:00,Simulated process instance, Variant 23,23, complete, Analyze Defect,,9,,Tester6,Tester6,T1,
283,1970-01-08T13:59:00,1970-01-08T14:09:00,Simulated process instance, Variant 23,23, complete, Repair (Complex),,,,SolverC2,SolverC2,,
283,1970-01-08T14:09:00,1970-01-08T14:16:00,Simulated process instance, Variant 23,23, complete, Test Repair,FALSE,,0,Tester5,Tester5,,
283,1970-01-08T14:16:00,1970-01-08T14:16:00,Simulated process instance, Variant 23,23, complete, Inform User,,,,System,System,,
283,1970-01-08T14:21:00,1970-01-08T14:21:00,Simulated process instance, Variant 23,23, complete, Restart Repair,,,,System,System,,
283,1970-01-08T14:21:00,1970-01-08T14:40:00,Simulated process instance, Variant 23,23, complete, Repair (Complex),,,,SolverC2,SolverC2,,
283,1970-01-08T14:40:00,1970-01-08T14:47:00,Simulated process instance, Variant 23,23, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
283,1970-01-08T14:53:00,1970-01-08T14:53:00,Simulated process instance, Variant 23,23, complete, Archive Repair,TRUE,,0,System,System,,
284,1970-01-08T13:21:00,1970-01-08T13:21:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
284,1970-01-08T13:21:00,1970-01-08T13:31:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,9,,Tester1,Tester1,T3,
284,1970-01-08T13:52:00,1970-01-08T14:32:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC3,SolverC3,,
284,1970-01-08T13:54:00,1970-01-08T13:54:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
284,1970-01-08T14:32:00,1970-01-08T14:41:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester6,Tester6,,
284,1970-01-08T14:49:00,1970-01-08T14:49:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
285,1970-01-07T21:41:00,1970-01-07T21:41:00,Simulated process instance, Variant 4,4, complete, Register,,,,System,System,,
285,1970-01-07T21:41:00,1970-01-07T21:49:00,Simulated process instance, Variant 4,4, complete, Analyze Defect,,8,,Tester4,Tester4,T2,
285,1970-01-07T22:12:00,1970-01-07T22:12:00,Simulated process instance, Variant 4,4, complete, Inform User,,,,System,System,,
285,1970-01-07T22:15:00,1970-01-07T22:33:00,Simulated process instance, Variant 4,4, complete, Repair (Complex),,,,SolverC2,SolverC2,,
285,1970-01-07T22:33:00,1970-01-07T22:40:00,Simulated process instance, Variant 4,4, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
285,1970-01-07T22:46:00,1970-01-07T22:46:00,Simulated process instance, Variant 4,4, complete, Archive Repair,TRUE,,0,System,System,,
286,1970-01-07T22:51:00,1970-01-07T22:51:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
286,1970-01-07T22:51:00,1970-01-07T23:00:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,6,,Tester6,Tester6,T2,
286,1970-01-07T23:20:00,1970-01-07T23:39:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC2,SolverC2,,
286,1970-01-07T23:28:00,1970-01-07T23:28:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
286,1970-01-07T23:39:00,1970-01-07T23:45:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester2,Tester2,,
286,1970-01-07T23:55:00,1970-01-07T23:55:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
287,1970-01-07T08:03:00,1970-01-07T08:03:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
287,1970-01-07T08:03:00,1970-01-07T08:09:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,6,,Tester2,Tester2,T3,
287,1970-01-07T08:32:00,1970-01-07T08:46:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC1,SolverC1,,
287,1970-01-07T08:46:00,1970-01-07T08:54:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester6,Tester6,,
287,1970-01-07T08:58:00,1970-01-07T08:58:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
287,1970-01-07T09:01:00,1970-01-07T09:01:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
288,1970-01-07T13:02:00,1970-01-07T13:02:00,Simulated process instance, Variant 5,5, complete, Register,,,,System,System,,
288,1970-01-07T13:02:00,1970-01-07T13:11:00,Simulated process instance, Variant 5,5, complete, Analyze Defect,,2,,Tester1,Tester1,T1,
288,1970-01-07T13:27:00,1970-01-07T13:40:00,Simulated process instance, Variant 5,5, complete, Repair (Simple),,,,SolverS3,SolverS3,,
288,1970-01-07T13:37:00,1970-01-07T13:37:00,Simulated process instance, Variant 5,5, complete, Inform User,,,,System,System,,
288,1970-01-07T13:40:00,1970-01-07T13:48:00,Simulated process instance, Variant 5,5, complete, Test Repair,TRUE,,1,Tester3,Tester3,,
288,1970-01-07T13:53:00,1970-01-07T13:53:00,Simulated process instance, Variant 5,5, complete, Archive Repair,TRUE,,1,System,System,,
289,1970-01-08T17:53:00,1970-01-08T17:53:00,Simulated process instance, Variant 25,25, complete, Register,,,,System,System,,
289,1970-01-08T17:53:00,1970-01-08T18:00:00,Simulated process instance, Variant 25,25, complete, Analyze Defect,,3,,Tester6,Tester6,T2,
289,1970-01-08T18:23:00,1970-01-08T18:23:00,Simulated process instance, Variant 25,25, complete, Inform User,,,,System,System,,
289,1970-01-08T18:30:00,1970-01-08T18:36:00,Simulated process instance, Variant 25,25, complete, Repair (Simple),,,,SolverS1,SolverS1,,
289,1970-01-08T18:36:00,1970-01-08T18:41:00,Simulated process instance, Variant 25,25, complete, Test Repair,FALSE,,1,Tester1,Tester1,,
289,1970-01-08T18:51:00,1970-01-08T18:51:00,Simulated process instance, Variant 25,25, complete, Restart Repair,,,,System,System,,
289,1970-01-08T18:51:00,1970-01-08T19:01:00,Simulated process instance, Variant 25,25, complete, Repair (Simple),,,,SolverS2,SolverS2,,
289,1970-01-08T19:01:00,1970-01-08T19:08:00,Simulated process instance, Variant 25,25, complete, Test Repair,FALSE,,2,Tester2,Tester2,,
289,1970-01-08T19:14:00,1970-01-08T19:14:00,Simulated process instance, Variant 25,25, complete, Restart Repair,,,,System,System,,
289,1970-01-08T19:14:00,1970-01-08T19:24:00,Simulated process instance, Variant 25,25, complete, Repair (Simple),,,,SolverS3,SolverS3,,
289,1970-01-08T19:24:00,1970-01-08T19:30:00,Simulated process instance, Variant 25,25, complete, Test Repair,TRUE,,3,Tester6,Tester6,,
289,1970-01-08T19:38:00,1970-01-08T19:38:00,Simulated process instance, Variant 25,25, complete, Archive Repair,TRUE,,3,System,System,,
29,1970-01-02T22:07:00,1970-01-02T22:07:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
29,1970-01-02T22:07:00,1970-01-02T22:17:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,10,,Tester2,Tester2,T2,
29,1970-01-02T22:35:00,1970-01-02T23:22:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC3,SolverC3,,
29,1970-01-02T22:47:00,1970-01-02T22:47:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
